Year,Brand,Model,Mileage_k,Mileage,Rating,Review Count,Price
2023,Mercedes-Benz,CLA 250  4MATIC,8,189,4.4,925,"$36,991 "
2023,Mercedes-Benz,GLB 250 ,14,688,4,15,"$40,122 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,15,7,4.7,"1,371","$66,690 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,292,3.9,"1,800","$39,900 "
2024,Mercedes-Benz,GLE 350  4MATIC,3,452,4.5,501,"$64,991 "
2024,Mercedes-Benz,GLE 350  4MATIC,3,987,4.9,"1,405","$64,900 "
2018,Mercedes-Benz,GLC 300  4MATIC,49,832,4.7,192,"$27,749 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,7,129,4.6,304,"$46,800 "
2023,Mercedes-Benz,EQB 300  4MATIC,1,730,4.7,449,"$49,000 "
2020,Mercedes-Benz,CLA 250 ,53,204,4.2,568,"$29,989 "
2020,Mercedes-Benz,GLS 450,40,517,4.4,79,"$53,988 "
2023,Mercedes-Benz,CLA 250  4MATIC,9,768,4,236,"$43,545 "
2022,Mercedes-Benz,E-Class E 350,26,653,4.7,"2,931","$44,562 "
2020,Mercedes-Benz,S-Class S 560,29,938,4.6,"1,847","$64,000 "
2023,Mercedes-Benz,EQE 350+ ,9,138,4.8,"2,002","$63,933 "
2024,Mercedes-Benz,C-Class C 300,0,895,4.8,527,"$44,000 "
2023,Mercedes-Benz,GLB 250,18,820,4,60,"$39,894 "
2020,Mercedes-Benz,GLE 350 ,37,445,4.4,"1,038","$47,618 "
2024,Mercedes-Benz,GLE 350  4MATIC,9,600,4.3,"1,491","$81,285 "
2023,Mercedes-Benz,GLS 450 4MATIC,11,64,4.7,"1,372","$79,900 "
2017,Mercedes-Benz,GLA 250 ,69,244,4.3,"1,491","$15,888 "
2023,Mercedes-Benz,GLB 250  4MATIC,14,268,4,15,"$41,403 "
2022,Mercedes-Benz,AMG G 63 4MATIC,11,473,4.8,"5,398","$212,894 "
2021,Mercedes-Benz,C-Class C 300,22,841,4.5,996,"$31,881 "
2020,Mercedes-Benz,GLE 350  4MATIC,35,558,4.3,"1,491","$49,885 "
2023,Mercedes-Benz,GLS 450 4MATIC,9,309,4.8,"5,398","$81,894 "
2021,Mercedes-Benz,GLB 250 ,22,233,4.8,"1,001","$30,698 "
2021,Mercedes-Benz,C-Class C 300,10,818,4.7,"2,931","$31,986 "
2021,Mercedes-Benz,GLS 450 4MATIC,24,901,4.8,"1,729","$56,999 "
2023,Mercedes-Benz,EQE 500  4MATIC,3,726,4.3,"1,491","$73,362 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,606,4.8,"1,354","$47,983 "
2023,Mercedes-Benz,GLA 250 ,6,399,4.8,"2,059","$37,882 "
2021,Mercedes-Benz,GLB 250  4MATIC,28,406,4.5,97,"$36,991 "
2023,Mercedes-Benz,GLB 250  4MATIC,7,790,4.7,"1,424","$44,977 "
2024,Mercedes-Benz,AMG GLE 63 S,2,509,4.5,"1,926","$118,500 "
2024,Mercedes-Benz,GLE 580 AWD 4MATIC,0,745,4.8,295,"$92,676 "
2020,Mercedes-Benz,GLB 250  4MATIC,40,717,4.6,"1,276","$27,497 "
2023,Mercedes-Benz,GLB 250  4MATIC,9,200,2.9,607,"$42,000 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,646,3.9,"1,800","$50,490 "
2023,Mercedes-Benz,G-Class G 550 4MATIC,4,701,4.8,558,"$170,388 "
2023,Mercedes-Benz,S-Class ,5,488,4.8,823,"$129,900 "
2023,Mercedes-Benz,GLC 300 4MATIC Coupe,16,424,4.8,823,"$53,900 "
2023,Mercedes-Benz,GLC 300  4MATIC,9,767,4.5,991,"$47,675 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,281,4.4,925,"$37,894 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,601,4.4,925,"$37,661 "
2022,Mercedes-Benz,GLA 250 ,33,875,4.4,"1,038","$34,984 "
2022,Mercedes-Benz,AMG G 63 4MATIC,21,160,3.1,94,"$192,997 "
2021,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,73,117,4.5,"1,334","$43,777 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,28,146,3.9,"1,800","$42,900 "
2023,Mercedes-Benz,GLA 250  4MATIC,11,886,4,236,"$41,990 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,42,91,4.5,991,"$39,877 "
2022,Mercedes-Benz,GLC 300  4MATIC,14,59,4,236,"$41,939 "
2023,Mercedes-Benz,GLA 250 ,12,625,4.4,"1,038","$39,984 "
2020,Mercedes-Benz,GLC 300  4MATIC,42,143,4.8,"1,018","$31,000 "
2020,Mercedes-Benz,GLE 350  4MATIC,33,278,4.9,"2,783","$42,974 "
2023,Mercedes-Benz,GLB 250,6,227,4,1000,"$43,465 "
2023,Mercedes-Benz,GLA 250 ,7,378,4,67,"$38,986 "
2021,Mercedes-Benz,GLC 300 ,37,820,4.5,"1,684","$32,998 "
2021,Mercedes-Benz,GLE 350  4MATIC,35,684,4.7,"2,931","$45,991 "
2020,Mercedes-Benz,E-Class E 350 4MATIC,33,653,4.5,991,"$38,595 "
2021,Mercedes-Benz,CLA 250  4MATIC,30,324,3.9,"1,800","$32,900 "
2020,Mercedes-Benz,C-Class C 300,30,278,4.9,"7,140","$29,999 "
2021,Mercedes-Benz,AMG GLE 53 ,38,675,4.9,"2,501","$71,356 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,4,826,4.4,295,"$56,633 "
2021,Mercedes-Benz,GLE 350  4MATIC,12,880,4.5,919,"$47,307 "
2024,Mercedes-Benz,GLE 350  4MATIC,12,401,4.5,"2,465","$61,988 "
2021,Mercedes-Benz,GLA 250  4MATIC,27,134,4.9,"2,516","$32,995 "
2022,Mercedes-Benz,Metris ,23,199,4.3,352,"$39,459 "
2023,Mercedes-Benz,CLA 250  4MATIC,6,430,4.4,925,"$38,741 "
2021,Mercedes-Benz,GLC 300 ,41,370,4.6,"1,018","$31,997 "
2021,Mercedes-Benz,CLA 250 ,49,855,4.6,76,"$30,990 "
2023,Mercedes-Benz,AMG GLE 53 AMG GLE 53,42,748,4.5,949,"$71,995 "
2023,Mercedes-Benz,GLA 250  4MATIC,6,452,4.4,"1,038","$41,874 "
2019,Mercedes-Benz,G-Class G 550 4MATIC,29,260,4.7,"1,594","$119,255 "
2023,Mercedes-Benz,GLB 250  4MATIC,12,689,4.5,344,"$43,781 "
2022,Mercedes-Benz,AMG E 53  4MATIC,18,567,4.3,"1,491","$66,164 "
2021,Mercedes-Benz,GLS 580  4MATIC,16,289,4.9,"2,501","$77,933 "
2021,Mercedes-Benz,GLE 450 4MATIC,32,458,4.9,"4,585","$49,900 "
2020,Mercedes-Benz,GLC 300,44,156,4,5,"$29,862 "
2024,Mercedes-Benz,GLC 300  4MATIC,1,156,4,2,"$54,800 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,17,495,4.9,"1,517","$31,654 "
2022,Mercedes-Benz,GLE 350  4MATIC,12,328,4.3,443,"$50,500 "
2020,Mercedes-Benz,GLB 250  4MATIC,42,985,4.9,"2,783","$26,615 "
2024,Mercedes-Benz,GLS 450 4MATIC,0,455,4.8,"1,291","$93,100 "
2022,Mercedes-Benz,AMG GT 53 ,11,596,4.9,848,"$91,358 "
2020,Mercedes-Benz,GLB 250 ,13,318,4.9,"7,140","$29,999 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,2,914,4.7,"1,239","$53,999 "
2020,Mercedes-Benz,C-Class,36,257,4,8,"$27,990 "
2021,Mercedes-Benz,AMG GLE 53 4MATIC Coupe,34,125,5,"1,782","$70,497 "
2021,Mercedes-Benz,GLE 450 4MATIC,27,768,4.3,419,"$51,997 "
2021,Mercedes-Benz,GLA 250  4MATIC,31,829,4.9,"1,375","$30,998 "
2020,Mercedes-Benz,Metris ,1,476,4,1000,"$37,844 "
2023,Mercedes-Benz,C-Class C 300,5,120,5,"1,502","$47,990 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,397,4.4,925,"$40,441 "
2023,Mercedes-Benz,GLB 250 ,10,626,5,"2,881","$44,998 "
2020,Mercedes-Benz,E-Class E 450 4MATIC,44,116,4.5,"1,684","$44,995 "
2023,Mercedes-Benz,GLE 350  4MATIC,12,114,4.6,828,"$62,500 "
2023,Mercedes-Benz,AMG G 63 4MATIC,8,741,4.9,911,"$206,885 "
2018,Mercedes-Benz,GLC 300  4MATIC,62,833,4,2,"$25,900 "
2022,Mercedes-Benz,CLA 250 ,19,1,5,"2,881","$35,998 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,4,194,4.7,"1,014","$50,997 "
2020,Mercedes-Benz,AMG GLC 43 4MATIC,11,358,4.8,301,"$46,997 "
2024,Mercedes-Benz,GLE 350  4MATIC,3,521,4.6,"1,246","$73,777 "
2020,Mercedes-Benz,E-Class E 350,54,536,4.7,"2,931","$30,978 "
2023,Mercedes-Benz,E-Class E 350,6,534,4.5,"1,926","$56,777 "
2021,Mercedes-Benz,GLC 300  4MATIC,27,501,4.5,450,"$36,595 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,820,4.4,295,"$43,712 "
2020,Mercedes-Benz,GLE 350  4MATIC,21,431,4,"3,563","$47,575 "
2022,Mercedes-Benz,GLS 450,19,65,4,47,"$69,111 "
2023,Mercedes-Benz,GLB 250 ,4,715,4.7,733,"$43,803 "
2022,Mercedes-Benz,GLE 350  4MATIC,23,423,4.8,752,"$55,988 "
2022,Mercedes-Benz,AMG SL 55 ,0,418,4.7,"1,239","$112,999 "
2016,Mercedes-Benz,CLS-Class CLS 550,63,437,4.5,"1,492","$25,998 "
2023,Mercedes-Benz,GLB 250 ,1,694,4.4,"2,963","$40,877 "
2020,Mercedes-Benz,CLA 250  4MATIC,53,470,4.4,"1,038","$29,984 "
2022,Mercedes-Benz,GLE 350  4MATIC,21,517,3.1,133,"$54,995 "
2022,Mercedes-Benz,AMG SL 55 ,1,485,4.7,"1,239","$117,999 "
2020,Mercedes-Benz,C-Class C 300,41,373,4.5,"1,926","$25,991 "
2024,Mercedes-Benz,GLE 350  4MATIC,5,181,4.9,"2,783","$68,523 "
2021,Mercedes-Benz,GLB 250 ,40,741,4.8,"2,059","$31,383 "
2022,Mercedes-Benz,GLS 450 4MATIC,15,92,4.8,"1,354","$70,994 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,41,19,4.5,"2,465","$35,988 "
2022,Mercedes-Benz,GLE 350 ,20,192,4.9,268,"$55,265 "
2021,Mercedes-Benz,GLE 350  4MATIC,37,49,4.8,752,"$47,988 "
2021,Mercedes-Benz,GLC 300 ,36,873,4.7,733,"$30,439 "
2020,Mercedes-Benz,GLA 250 ,36,550,4,"3,563","$26,650 "
2021,Mercedes-Benz,GLB 250  4MATIC,49,40,4.6,"1,276","$29,853 "
2023,Mercedes-Benz,GLA 250  4MATIC,6,662,4.9,"2,118","$39,900 "
2023,Mercedes-Benz,GLA 250  4MATIC,5,510,4.8,"1,291","$39,600 "
2024,Mercedes-Benz,AMG GLE 53 ,2,870,4.7,"1,239","$91,999 "
2021,Mercedes-Benz,GLE 350 ,59,154,4.8,"2,059","$39,983 "
2021,Mercedes-Benz,C-Class C 300,52,349,4.6,76,"$29,990 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,420,4.4,925,"$39,891 "
2023,Mercedes-Benz,GLB 250  4MATIC,5,350,4.8,"1,291","$41,600 "
2023,Mercedes-Benz,E-Class E 350,8,273,4.6,76,"$51,990 "
2023,Mercedes-Benz,AMG G 63,6,566,4.9,911,"$218,554 "
2021,Mercedes-Benz,GLA 250  4MATIC,19,543,4.6,"1,276","$32,294 "
2021,Mercedes-Benz,GLB 250 ,41,403,4.9,"3,222","$30,991 "
2021,Mercedes-Benz,AMG GT 43 ,7,134,3.4,479,"$79,900 "
2024,Mercedes-Benz,GLE 350  4MATIC,9,963,4.5,"2,465","$62,988 "
2024,Mercedes-Benz,GLE 350  4MATIC,12,343,4.5,"2,465","$62,988 "
2021,Mercedes-Benz,GLA 250  4MATIC,10,532,4,386,"$33,495 "
2023,Mercedes-Benz,GLB 250  4MATIC,2,601,4.4,"2,963","$41,888 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,12,867,4,236,"$43,820 "
2023,Mercedes-Benz,AMG G 63,10,446,4.9,848,"$217,994 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,32,41,4.5,"1,926","$29,795 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,2,541,4.7,"1,239","$54,999 "
2023,Mercedes-Benz,GLB 250 ,8,849,4.3,159,"$46,809 "
2019,Mercedes-Benz,AMG GLC 43  4MATIC,63,814,4.6,673,"$39,870 "
2021,Mercedes-Benz,GLE 350  4MATIC,24,318,4.3,"1,152","$46,999 "
2021,Mercedes-Benz,GLC 300  4MATIC,7,587,4.9,"2,501","$37,995 "
2021,Mercedes-Benz,GLC 300  4MATIC,19,320,4.5,450,"$36,395 "
2022,Mercedes-Benz,C-Class C 300,5,977,4.7,"2,931","$41,990 "
2023,Mercedes-Benz,EQS 450+,2,570,3.9,112,"$78,500 "
2020,Mercedes-Benz,GLS 450  4MATIC,44,705,4.9,199,"$49,722 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,24,468,4.9,"1,411","$35,993 "
2020,Mercedes-Benz,C-Class C 300,20,721,4.6,827,"$31,789 "
2020,Mercedes-Benz,GLC 300  4MATIC,30,66,4.7,316,"$32,855 "
2021,Mercedes-Benz,GLA 250 ,43,565,4,418,"$29,933 "
2023,Mercedes-Benz,EQE 350+ ,0,102,4.3,"1,491","$65,555 "
2020,Mercedes-Benz,GLE 450,47,424,4.6,673,"$47,870 "
2019,Mercedes-Benz,G-Class G 550 4MATIC,61,51,4.7,"2,931","$108,670 "
2021,Mercedes-Benz,CLS 450,35,973,4,27,"$58,900 "
2016,Mercedes-Benz,S-Class 4MATIC,85,186,4.3,159,"$33,639 "
2024,Mercedes-Benz,GLE 350  4MATIC,3,390,4.9,"2,783","$71,360 "
2023,Mercedes-Benz,GLB 250 ,10,641,4.6,76,"$39,890 "
2023,Mercedes-Benz,GLA 250  4MATIC,8,485,4,1,"$39,500 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,3,838,4.7,"1,239","$57,835 "
2023,Mercedes-Benz,GLC 300  4MATIC,11,440,5,"5,929","$51,999 "
2021,Mercedes-Benz,C-Class C 300,29,522,4.9,"1,797","$34,994 "
2021,Mercedes-Benz,GLB 250 ,45,251,4.7,"2,308","$29,995 "
2023,Mercedes-Benz,GLB 250 ,11,77,4.4,79,"$44,611 "
2023,Mercedes-Benz,GLB 250,9,707,4,0,"$44,004 "
2023,Mercedes-Benz,C-Class,21,957,4,1000,"$40,364 "
2021,Mercedes-Benz,CLA 250 ,46,57,4,7,"$30,304 "
2023,Mercedes-Benz,AMG GLA 45 ,7,561,3.6,"1,405","$55,992 "
2020,Mercedes-Benz,GLC 300 ,74,431,4.8,894,"$24,888 "
2023,Mercedes-Benz,GLC 300  4MATIC,6,880,4.8,823,"$52,900 "
2021,Mercedes-Benz,GLE 350 ,38,471,4.6,76,"$43,892 "
2021,Mercedes-Benz,GLE 350  4MATIC,39,724,4.7,"1,239","$48,999 "
2023,Mercedes-Benz,EQB 350  4MATIC,3,11,4.5,"1,684","$52,995 "
2020,Mercedes-Benz,GLC 300 ,29,78,4.7,"1,372","$31,900 "
2020,Mercedes-Benz,GLB 250 ,28,870,4.5,344,"$32,500 "
2021,Mercedes-Benz,GLE 350  4MATIC,21,289,4.2,344,"$48,794 "
2021,Mercedes-Benz,GLE 350  4MATIC,49,974,4.9,"2,043","$41,855 "
2024,Mercedes-Benz,GLS 450 4MATIC,0,525,4,"3,563","$92,925 "
2021,Mercedes-Benz,GLS 450 4MATIC,38,680,4,236,"$56,499 "
2020,Mercedes-Benz,GLB 250 ,49,47,4.7,911,"$25,594 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,44,792,4.7,"1,424","$33,977 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,2,688,4.7,"2,879","$47,755 "
2021,Mercedes-Benz,GLA 250 ,42,383,4.6,827,"$28,997 "
2023,Mercedes-Benz,E-Class E 350,6,460,4.5,"1,926","$54,777 "
2023,Mercedes-Benz,G-Class G 550 4MATIC,14,363,4,38,"$162,900 "
2022,Mercedes-Benz,AMG SL 63 ,1,287,4.8,"5,398","$139,891 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,718,4.4,"2,963","$45,988 "
2018,Mercedes-Benz,E-Class E 400,74,827,4.5,"1,492","$25,998 "
2023,Mercedes-Benz,C-Class Sedan,7,571,4.3,352,"$45,688 "
2024,Mercedes-Benz,GLE 350  4MATIC,6,781,4.9,"2,783","$62,545 "
2021,Mercedes-Benz,CLS 450 ,37,521,4.8,"5,398","$50,393 "
2021,Mercedes-Benz,GLB 250  4MATIC,11,238,4.3,"1,491","$45,493 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,26,507,4.5,"1,926","$45,450 "
2021,Mercedes-Benz,GLA 250  4MATIC,37,322,4.8,"5,398","$28,892 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,0,300,4.5,"1,926","$60,950 "
2020,Mercedes-Benz,GLE 350  4MATIC,27,488,4.8,899,"$44,029 "
2021,Mercedes-Benz,GLA 250  4MATIC,31,445,4.9,328,"$30,998 "
2019,Mercedes-Benz,E-Class E 300,43,659,4.8,969,"$29,997 "
2023,Mercedes-Benz,GLB 250  4MATIC,9,424,4.5,344,"$43,590 "
2021,Mercedes-Benz,GLE 350 ,40,323,4,386,"$47,750 "
2018,Mercedes-Benz,GLE 350 ,56,517,4.7,"2,308","$25,790 "
2022,Mercedes-Benz,C-Class C 300,17,298,4,1000,"$41,500 "
2023,Mercedes-Benz,GLB 250 ,14,983,4.5,97,"$45,991 "
2023,Mercedes-Benz,CLA 250 ,8,910,4.5,"2,465","$36,988 "
2022,Mercedes-Benz,AMG GLC 43  4MATIC,16,756,4.8,"2,002","$51,933 "
2023,Mercedes-Benz,GLB 250  4MATIC,8,250,3.9,"1,800","$44,900 "
2023,Mercedes-Benz,AMG CLA 35  4MATIC,3,42,4.7,"1,594","$49,795 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,5,900,4.2,568,"$63,989 "
2023,Mercedes-Benz,CLA 250 ,12,142,4.8,"2,059","$40,984 "
2023,Mercedes-Benz,GLB 250 ,2,560,3.4,468,"$41,994 "
2021,Mercedes-Benz,GLA 250  4MATIC,37,933,4.6,981,"$27,496 "
2020,Mercedes-Benz,CLA 250 ,25,969,3.1,133,"$28,999 "
2023,Mercedes-Benz,GLC 300  4MATIC,4,438,4.4,"1,038","$53,896 "
2024,Mercedes-Benz,GLE 450 Plug-In Hybrid  4MATIC,1,687,4.8,"1,354","$73,993 "
2023,Mercedes-Benz,GLB 250 ,4,721,4.6,800,"$43,995 "
2023,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,21,652,4.8,"2,002","$63,995 "
2023,Mercedes-Benz,AMG C 43  4MATIC,10,637,4.4,"1,231","$66,983 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,160,4.8,"1,354","$49,990 "
2020,Mercedes-Benz,E-Class 4MATIC,29,986,4.4,654,"$36,980 "
2022,Mercedes-Benz,GLC 300  4MATIC,11,39,4,236,"$42,990 "
2023,Mercedes-Benz,GLC 300  4MATIC,8,45,4.9,"3,116","$51,588 "
2020,Mercedes-Benz,C-Class 4MATIC,26,626,4.3,112,"$29,994 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,9,924,4.8,"1,354","$43,592 "
2024,Mercedes-Benz,GLE 350  4MATIC,2,904,4,1000,"$64,500 "
2020,Mercedes-Benz,CLS 450 ,33,140,3.7,935,"$45,500 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,105,4.7,197,"$44,900 "
2022,Mercedes-Benz,AMG GLE 63 S,18,128,3.6,"1,405","$96,991 "
2024,Mercedes-Benz,GLE 450 GLE 450,2,336,4,1000,"$71,500 "
2024,Mercedes-Benz,C-Class C 300,2,961,4.7,"2,308","$46,777 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,754,4.8,"1,354","$49,983 "
2020,Mercedes-Benz,CLA 250 ,26,579,4.9,"2,375","$29,690 "
2021,Mercedes-Benz,E-Class E 350,38,262,4.8,329,"$41,880 "
2020,Mercedes-Benz,GLE 350  4MATIC,19,819,4.7,"2,891","$48,000 "
2021,Mercedes-Benz,AMG GT 63 S 4-Door,34,604,3.9,112,"$104,995 "
2023,Mercedes-Benz,EQB 250 ,5,424,4.5,"2,057","$46,822 "
2021,Mercedes-Benz,AMG GT 43 ,19,831,4.5,"2,057","$73,922 "
2022,Mercedes-Benz,GLS 450 4MATIC,38,314,4.9,"7,140","$63,998 "
2020,Mercedes-Benz,GLA 250  4MATIC,17,680,4.9,"7,140","$26,690 "
2023,Mercedes-Benz,GLE 450 4MATIC,8,28,4.8,"2,195","$73,887 "
2021,Mercedes-Benz,GLC 300,36,480,4,60,"$35,494 "
2023,Mercedes-Benz,GLS 450 4MATIC,12,336,4,"3,563","$81,225 "
2021,Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,33,467,4.7,611,"$80,893 "
2020,Mercedes-Benz,C-Class C 300,31,753,4.6,"1,089","$29,991 "
2023,Mercedes-Benz,GLB 250 ,10,771,4,15,"$41,221 "
2017,Mercedes-Benz,E-Class E 300 Sport,54,169,4.8,"1,094","$24,999 "
2022,Mercedes-Benz,AMG GLA 45 ,13,640,3.1,94,"$45,997 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,2,105,4.8,"1,354","$52,983 "
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,75,925,4.8,"1,729","$39,699 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,388,4.4,925,"$38,961 "
2024,Mercedes-Benz,GLE 350  4MATIC,9,387,4.5,"2,465","$62,988 "
2021,Mercedes-Benz,C-Class C 300,33,108,4,1000,"$31,500 "
2023,Mercedes-Benz,GLA 250  4MATIC,10,261,4,6,"$37,350 "
2024,Mercedes-Benz,GLE 350  4MATIC,11,309,4.8,899,"$64,493 "
2021,Mercedes-Benz,GLB 250 ,29,902,2.1,238,"$32,190 "
2021,Mercedes-Benz,AMG GT 43 ,21,758,4.8,"5,398","$74,893 "
2022,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,5,335,4.5,"2,057","$59,933 "
2020,Mercedes-Benz,GLE 350 ,52,678,4.8,899,"$40,495 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,5,183,4.3,"1,491","$82,444 "
2023,Mercedes-Benz,CLA 250  4MATIC,2,112,4,50,"$44,995 "
2023,Mercedes-Benz,GLA 250 ,9,216,4,"3,563","$33,865 "
2023,Mercedes-Benz,CLA 250 ,9,233,4.5,"2,465","$37,988 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,16,635,4.2,568,"$51,989 "
2021,Mercedes-Benz,GLS 450 4MATIC,17,308,4.8,"1,354","$61,693 "
2022,Mercedes-Benz,AMG GLE 63 S-model,7,899,4.7,416,"$114,500 "
2024,Mercedes-Benz,C-Class C 300,0,802,4,1000,"$43,848 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,2,609,4.5,"1,050","$64,498 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,429,4.7,"1,014","$41,492 "
2021,Mercedes-Benz,GLE 350  4MATIC,22,967,4.9,"4,322","$49,988 "
2021,Mercedes-Benz,GLA 250 ,40,301,4.7,"1,003","$26,999 "
2023,Mercedes-Benz,CLA 250 ,11,72,4.8,173,"$39,974 "
2023,Mercedes-Benz,GLB 250  4MATIC,14,706,4,28,"$45,798 "
2020,Mercedes-Benz,E-Class E 350 4MATIC,47,720,4.9,"2,118","$35,900 "
2021,Mercedes-Benz,GLA 250 ,25,780,4.6,827,"$30,489 "
2019,Mercedes-Benz,GLA 250 ,45,385,4.5,"1,926","$23,980 "
2023,Mercedes-Benz,GLB 250  4MATIC,5,665,4.5,843,"$44,555 "
2022,Mercedes-Benz,S-Class 4MATIC,31,270,4.5,"1,102","$94,898 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,316,4,1000,"$39,885 "
2023,Mercedes-Benz,GLC 300 ,7,122,4.9,"7,140","$49,500 "
2021,Mercedes-Benz,E-Class E 350,5,811,4.8,329,"$45,440 "
2021,Mercedes-Benz,E-Class E 350,34,511,4.8,899,"$39,493 "
2022,Mercedes-Benz,CLS 450  4MATIC,10,351,4.3,"1,491","$65,999 "
2023,Mercedes-Benz,GLB 250 ,7,354,2.1,238,"$44,990 "
2021,Mercedes-Benz,C-Class C 300,10,206,4.8,899,"$34,958 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,20,27,4.6,"5,510","$31,563 "
2020,Mercedes-Benz,AMG G 63 ,36,415,4.3,"1,491","$163,981 "
2021,Mercedes-Benz,GLB 250  4MATIC,34,140,4.9,"1,517","$32,882 "
2020,Mercedes-Benz,C-Class C 300,20,914,4.6,"1,847","$31,000 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,45,4.8,"1,018","$47,000 "
2020,Mercedes-Benz,A-Class A 220 4MATIC,34,624,4.8,160,"$24,991 "
2023,Mercedes-Benz,C-Class C 300,3,876,4.7,"2,931","$45,777 "
2023,Mercedes-Benz,GLE 350  4MATIC,12,659,5,"4,823","$63,995 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,20,954,4.7,"2,931","$33,756 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,10,992,4.5,843,"$45,624 "
2023,Mercedes-Benz,E-Class E 350,7,338,4.7,318,"$56,998 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,728,4.8,823,"$41,900 "
2024,Mercedes-Benz,GLE 350  4MATIC,8,311,4.9,"2,783","$63,798 "
2021,Mercedes-Benz,E-Class E 63 AMG 4MATIC,28,940,4.7,"2,931","$116,963 "
2021,Mercedes-Benz,GLA 250 ,30,249,4.9,"1,411","$33,392 "
2021,Mercedes-Benz,CLA 250 ,13,139,4.4,"1,838","$34,111 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,49,275,4.2,821,"$38,368 "
2023,Mercedes-Benz,CLA 250 CLA 250,13,609,4.3,133,"$43,890 "
2021,Mercedes-Benz,GLS 450 4MATIC,34,546,4.9,"2,118","$59,900 "
2021,Mercedes-Benz,E-Class E 350,47,116,4.5,"1,492","$35,696 "
2023,Mercedes-Benz,GLB 250  4MATIC,7,991,4,147,"$43,400 "
2023,Mercedes-Benz,GLA 250 ,8,914,4.8,"2,059","$36,882 "
2017,Mercedes-Benz,S-Class S 550,76,127,5,"2,881","$35,998 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,4,148,4,599,"$48,488 "
2021,Mercedes-Benz,AMG GT 43 ,57,378,4.5,627,"$66,991 "
2021,Mercedes-Benz,AMG G 63 4MATIC,13,108,4.5,"1,334","$198,888 "
2019,Mercedes-Benz,E-Class E 450,39,70,4.8,"1,094","$43,997 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,17,483,4.7,318,"$48,885 "
2021,Mercedes-Benz,GLS 450 4MATIC,39,564,4.8,"4,576","$60,888 "
2023,Mercedes-Benz,EQB 300  4MATIC,1,509,4.9,848,"$53,225 "
2021,Mercedes-Benz,E-Class E 350,29,6,4.9,"7,140","$39,999 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,24,308,4.6,"5,510","$31,756 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,1,46,4.5,"1,050","$45,898 "
2023,Mercedes-Benz,AMG GLS 63  4MATIC,4,319,3.8,265,"$130,000 "
2023,Mercedes-Benz,GLC 300,1,563,4,"1,054","$50,426 "
